year,week,week_dim,day,org_id,organization,app_id,app_name,blockId,blockName,jobType,executionStartedAt,execution_time,computed_rows,nb_executions
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0088,BLOCK_0088,ImpView,2026-02-03T10:42:09.200Z,2602.0,14257.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0124,BLOCK_0124,View,2026-02-03T12:57:03.470Z,23.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0009,APP_0009,BLOCK_0234,BLOCK_0234,ImpView,2026-02-03T11:15:58.333Z,63.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0154,BLOCK_0154,ImpView,2026-02-03T11:20:56.622Z,87.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0015,BLOCK_0015,ImpView,2026-02-03T19:17:05.161Z,71.0,98.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0007,APP_0007,BLOCK_0018,BLOCK_0018,ImpView,2026-02-03T13:11:47.223Z,68.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0236,BLOCK_0236,View,2026-02-03T12:07:00.882Z,53.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,BLOCK_0224,BLOCK_0224,ImpView,2026-02-03T18:10:56.677Z,3445.0,107263.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0009,APP_0009,BLOCK_0199,BLOCK_0199,ImpView,2026-02-03T11:15:55.095Z,50.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0037,BLOCK_0037,ImpView,2026-02-03T12:27:22.602Z,40.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0083,BLOCK_0083,ImpView,2026-02-03T15:26:24.807Z,92.0,13.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0017,APP_0017,BLOCK_0171,BLOCK_0171,View,2026-02-03T12:26:42.004Z,41.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0037,BLOCK_0037,ImpView,2026-02-03T12:21:20.975Z,64.0,4441.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0008,APP_0008,BLOCK_0213,BLOCK_0213,ImpView,2026-02-03T13:27:17.738Z,2729.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0133,BLOCK_0133,ImpView,2026-02-03T13:24:52.811Z,7276.0,5124.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0082,BLOCK_0082,ImpView,2026-02-03T15:27:12.217Z,87.0,2.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0088,BLOCK_0088,ImpView,2026-02-03T16:52:48.459Z,26421.0,14277.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0133,BLOCK_0133,ImpView,2026-02-03T01:25:11.370Z,3052.0,5124.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0155,BLOCK_0155,ImpView,2026-02-03T11:20:56.959Z,121.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0015,BLOCK_0015,ImpView,2026-02-03T06:18:04.875Z,64.0,96.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0015,BLOCK_0015,ImpView,2026-02-03T22:18:21.782Z,68.0,98.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0006,APP_0006,BLOCK_0205,BLOCK_0205,ImpView,2026-02-03T12:58:36.344Z,57.0,26.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0004,APP_0004,BLOCK_0140,BLOCK_0140,ImpView,2026-02-03T13:15:59.562Z,56.0,361.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0152,BLOCK_0152,ImpView,2026-02-03T10:11:52.650Z,109.0,32.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,BLOCK_0191,BLOCK_0191,ImpView,2026-02-03T17:19:18.304Z,142.0,72.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0133,BLOCK_0133,ImpView,2026-02-03T03:25:21.248Z,4116.0,5124.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0008,APP_0008,BLOCK_0228,BLOCK_0228,ImpView,2026-02-03T12:37:08.974Z,11918.0,208.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0008,BLOCK_0008,ImpView,2026-02-03T11:15:37.979Z,34.0,4.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0002,APP_0002,BLOCK_0093,BLOCK_0093,ImpView,2026-02-03T13:15:22.435Z,109.0,56.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0154,BLOCK_0154,ImpView,2026-02-03T15:43:03.446Z,79.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0154,BLOCK_0154,ImpView,2026-02-03T11:21:08.798Z,51.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0004,APP_0004,BLOCK_0140,BLOCK_0140,ImpView,2026-02-03T13:15:46.410Z,80.0,361.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0088,BLOCK_0088,ImpView,2026-02-03T19:42:00.900Z,233.0,12.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0009,APP_0009,BLOCK_0098,BLOCK_0098,ImpView,2026-02-03T11:15:29.660Z,87.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0006,APP_0006,BLOCK_0193,BLOCK_0193,ImpView,2026-02-03T12:43:52.734Z,115.0,157.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0047,BLOCK_0047,ImpView,2026-02-03T15:36:42.409Z,44.0,510.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0176,BLOCK_0176,ImpView,2026-02-03T12:43:32.333Z,84.0,122.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0236,BLOCK_0236,View,2026-02-03T12:22:56.304Z,231.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0064,BLOCK_0064,ImpView,2026-02-03T17:53:30.323Z,599.0,108.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0163,BLOCK_0163,View,2026-02-03T10:46:46.040Z,28.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0123,BLOCK_0123,ImpView,2026-02-03T15:00:34.959Z,204.0,108.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0163,BLOCK_0163,View,2026-02-03T10:45:37.113Z,32.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0239,BLOCK_0239,ImpView,2026-02-03T12:30:13.516Z,52.0,854.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0152,BLOCK_0152,ImpView,2026-02-03T15:00:29.523Z,231.0,32.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0088,BLOCK_0088,ImpView,2026-02-03T09:43:25.208Z,18689.0,14296.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0061,BLOCK_0061,ImpView,2026-02-03T17:54:06.594Z,481.0,54.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,BLOCK_0120,BLOCK_0120,ImpView,2026-02-03T08:53:57.585Z,95.0,20.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0206,BLOCK_0206,View,2026-02-03T15:37:06.342Z,39.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0230,BLOCK_0230,ImpView,2026-02-03T12:51:43.695Z,32.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,,BLOCK_0012,ImpView,2026-02-03T18:19:44.704Z,37.0,128.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0225,BLOCK_0225,ImpView,2026-02-03T11:18:05.274Z,50.0,29.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0034,BLOCK_0034,ImpView,2026-02-03T12:50:52.039Z,35.0,29.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0144,BLOCK_0144,ImpView,2026-02-03T13:16:11.379Z,128.0,5.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0082,BLOCK_0082,ImpView,2026-02-03T15:25:37.975Z,131.0,2.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0019,BLOCK_0019,ImpView,2026-02-03T18:23:12.963Z,114.0,1125.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0143,BLOCK_0143,ImpView,2026-02-03T18:40:11.467Z,34.0,146.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,BLOCK_0163,BLOCK_0163,View,2026-02-03T10:46:19.229Z,28.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0109,View,2026-02-03T10:33:15.776Z,41.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0182,BLOCK_0182,ImpView,2026-02-03T13:16:10.846Z,42.0,8.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,BLOCK_0224,BLOCK_0224,ImpView,2026-02-03T10:12:38.361Z,3998.0,107263.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0054,BLOCK_0054,ImpView,2026-02-03T17:28:24.920Z,35.0,213.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,BLOCK_0144,BLOCK_0144,ImpView,2026-02-03T13:16:10.186Z,130.0,4.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0008,APP_0008,BLOCK_0113,BLOCK_0113,ImpView,2026-02-03T13:03:00.529Z,87.0,3463.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,BLOCK_0217,BLOCK_0217,ImpView,2026-02-03T20:09:06.182Z,371.0,6198.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0083,BLOCK_0083,ImpView,2026-02-03T15:25:40.066Z,9480.0,168.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,BLOCK_0088,BLOCK_0088,ImpView,2026-02-03T14:42:48.557Z,9158.0,14301.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,BLOCK_0103,BLOCK_0103,ImpView,2026-02-03T08:21:53.500Z,49.0,0.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0045,BLOCK_0045,ImpView,2026-02-03T12:40:46.527Z,4382.0,48.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0005,APP_0005,BLOCK_0219,BLOCK_0219,ImpView,2026-02-03T11:13:46.053Z,36.0,44.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,BLOCK_0191,BLOCK_0191,ImpView,2026-02-03T09:46:46.230Z,158.0,74.0,1.0
