year,week,week_dim,day,org_id,organization,app_id,app_name,blockId,blockName,changeId,scoped,scoped_level,workers,macroFormula,backingMetricId,jobType,executionId,executionStartedAt,execution_time,computed_rows,deleted_rows,upserted_rows,nb_executions,nb_batch_executions
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0341,,Formula,EXEC_0028,2026-02-03T12:54:47.529Z,434.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0246,False,NonApplicable,0,FORMULA_0370,,Formula,EXEC_0052,2026-02-03T11:29:01.289Z,0.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0103,,Formula,EXEC_1461,2026-02-03T12:54:47.528Z,132.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0179,,Formula,EXEC_0660,2026-02-03T07:01:14.036Z,168.0,10.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,,BLOCK_0001,CHANGE_0072,False,NonApplicable,0,FORMULA_0112,,Formula,EXEC_0515,2026-02-03T19:59:37.776Z,158.0,10.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0048,False,NonApplicable,0,FORMULA_0069,,Formula,EXEC_1142,2026-02-03T12:24:23.793Z,149.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0111,False,NonApplicable,0,FORMULA_0452,,Formula,EXEC_0170,2026-02-03T22:23:03.403Z,188.0,7486.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0231,False,NonApplicable,0,FORMULA_0048,,Formula,EXEC_0929,2026-02-03T12:55:06.280Z,132.0,9.0,0.0,9.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0231,False,NonApplicable,0,FORMULA_0217,,Formula,EXEC_0628,2026-02-03T12:55:05.942Z,231.0,9.0,0.0,9.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0246,False,NonApplicable,0,FORMULA_0143,,Formula,EXEC_0450,2026-02-03T11:29:00.356Z,0.0,11.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0242,False,NonApplicable,0,FORMULA_0268,,Formula,EXEC_1431,2026-02-03T23:37:47.898Z,163.0,22.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0218,,Formula,EXEC_0580,2026-02-03T11:29:08.035Z,189.0,5.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0068,False,NonApplicable,0,FORMULA_0491,,Formula,EXEC_0891,2026-02-03T15:37:06.762Z,187.0,11.0,61.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0164,,Formula,EXEC_0449,2026-02-03T12:54:47.590Z,165.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0114,,Formula,EXEC_0698,2026-02-03T12:54:48.448Z,141.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0397,,Formula,EXEC_0643,2026-02-03T07:01:17.667Z,3488.0,539264.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0048,False,NonApplicable,0,FORMULA_0418,,Formula,EXEC_0511,2026-02-03T12:24:21.757Z,54.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0116,,Formula,EXEC_0080,2026-02-03T11:29:00.002Z,0.0,11.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0017,APP_0017,,BLOCK_0001,CHANGE_0187,False,NonApplicable,0,FORMULA_0470,,Formula,EXEC_0717,2026-02-03T15:36:46.016Z,110.0,52.0,0.0,52.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0105,,Formula,EXEC_0960,2026-02-03T11:29:04.414Z,144.0,11.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0065,False,NonApplicable,0,FORMULA_0176,,Formula,EXEC_1136,2026-02-03T12:25:54.089Z,41.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0164,False,NonApplicable,0,FORMULA_0159,,Formula,EXEC_0237,2026-02-03T12:58:40.721Z,0.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0068,False,NonApplicable,0,FORMULA_0485,,Formula,EXEC_0753,2026-02-03T15:37:06.585Z,286.0,11.0,61.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0228,False,NonApplicable,0,FORMULA_0041,,Formula,EXEC_0705,2026-02-03T02:19:23.686Z,121.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0298,,Formula,EXEC_1383,2026-02-03T07:01:14.074Z,237.0,23.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0164,False,NonApplicable,0,FORMULA_0242,,Formula,EXEC_0686,2026-02-03T12:58:42.338Z,0.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0149,,Formula,EXEC_0991,2026-02-03T07:01:13.690Z,94.0,25.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0164,False,NonApplicable,0,FORMULA_0160,,Formula,EXEC_1155,2026-02-03T12:58:43.903Z,138.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0148,False,NonApplicable,0,FORMULA_0512,,Formula,EXEC_0104,2026-02-03T12:26:53.364Z,123.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0148,False,NonApplicable,0,FORMULA_0510,,Formula,EXEC_0169,2026-02-03T12:26:53.364Z,70.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0121,False,NonApplicable,0,FORMULA_0128,,Formula,EXEC_0554,2026-02-03T12:27:25.841Z,65.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0121,False,NonApplicable,0,FORMULA_0221,,Formula,EXEC_0693,2026-02-03T12:27:25.787Z,65.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0141,,Formula,EXEC_0729,2026-02-03T11:29:00.002Z,0.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0036,False,NonApplicable,0,FORMULA_0356,,Formula,EXEC_0171,2026-02-03T12:58:43.065Z,124.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0048,False,NonApplicable,0,FORMULA_0421,,Formula,EXEC_0105,2026-02-03T12:24:21.791Z,50.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0295,,Formula,EXEC_0246,2026-02-03T12:54:47.337Z,170.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0148,False,NonApplicable,0,FORMULA_0394,,Formula,EXEC_0461,2026-02-03T12:26:55.049Z,73.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0342,,Formula,EXEC_1414,2026-02-03T07:01:13.869Z,111.0,25.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0001,False,NonApplicable,0,FORMULA_0142,,Formula,EXEC_1121,2026-02-03T15:24:42.276Z,86.0,0.0,1.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0023,APP_0023,,BLOCK_0002,CHANGE_0237,False,NonApplicable,0,FORMULA_0005,,Formula,EXEC_1257,2026-02-03T12:19:55.589Z,207.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0246,False,NonApplicable,0,FORMULA_0271,,Formula,EXEC_1083,2026-02-03T11:29:01.551Z,0.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0048,False,NonApplicable,0,FORMULA_0083,,Formula,EXEC_0914,2026-02-03T12:24:21.719Z,59.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0048,False,NonApplicable,0,FORMULA_0094,,Formula,EXEC_0482,2026-02-03T12:24:21.722Z,55.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0164,False,NonApplicable,0,FORMULA_0380,,Formula,EXEC_0544,2026-02-03T12:58:40.796Z,173.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0121,False,NonApplicable,0,FORMULA_0439,,Formula,EXEC_0593,2026-02-03T12:27:25.652Z,81.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0039,False,NonApplicable,0,FORMULA_0047,,Formula,EXEC_1468,2026-02-03T02:33:09.934Z,118.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0017,APP_0017,,BLOCK_0001,CHANGE_0163,False,NonApplicable,0,FORMULA_0131,,Formula,EXEC_0749,2026-02-03T23:38:54.202Z,239.0,5.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0036,False,NonApplicable,0,FORMULA_0161,,Formula,EXEC_0140,2026-02-03T12:58:41.697Z,223.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0065,False,NonApplicable,0,FORMULA_0197,,Formula,EXEC_0951,2026-02-03T12:25:54.145Z,176.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0246,False,NonApplicable,0,FORMULA_0228,,Formula,EXEC_0718,2026-02-03T11:29:00.356Z,0.0,5.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0126,False,NonApplicable,0,FORMULA_0399,,Formula,EXEC_0541,2026-02-03T02:52:35.517Z,2465.0,717288.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0137,False,NonApplicable,0,FORMULA_0445,,Formula,EXEC_0710,2026-02-03T06:09:30.684Z,172.0,7485.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0013,APP_0013,,BLOCK_0002,CHANGE_0001,False,NonApplicable,0,FORMULA_0013,,Formula,EXEC_0212,2026-02-03T15:24:42.276Z,95.0,0.0,1.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0025,False,NonApplicable,0,FORMULA_0091,,Formula,EXEC_0387,2026-02-03T13:29:07.428Z,2785.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0231,False,NonApplicable,0,FORMULA_0318,,Formula,EXEC_0547,2026-02-03T12:55:06.471Z,150.0,9.0,0.0,9.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,,BLOCK_0001,CHANGE_0065,False,NonApplicable,0,FORMULA_0364,,Formula,EXEC_1195,2026-02-03T12:25:54.038Z,50.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0164,False,NonApplicable,0,FORMULA_0314,,Formula,EXEC_0259,2026-02-03T12:58:42.338Z,0.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0378,,Formula,EXEC_1103,2026-02-03T12:54:48.025Z,149.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0011,APP_0011,,BLOCK_0001,CHANGE_0009,False,NonApplicable,0,FORMULA_0177,,Formula,EXEC_0695,2026-02-03T12:54:48.226Z,161.0,0.0,9.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0189,False,NonApplicable,0,FORMULA_0403,,Formula,EXEC_0378,2026-02-03T08:25:39.742Z,583.0,149522.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0119,,Formula,EXEC_0614,2026-02-03T11:29:12.050Z,106.0,9.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0017,APP_0017,,BLOCK_0001,CHANGE_0166,False,NonApplicable,0,FORMULA_0158,,Formula,EXEC_1355,2026-02-03T02:56:28.071Z,167.0,10.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0161,False,NonApplicable,0,FORMULA_0494,,Formula,EXEC_1288,2026-02-03T15:36:46.644Z,63.0,0.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0010,APP_0010,,BLOCK_0001,CHANGE_0036,False,NonApplicable,0,FORMULA_0357,,Formula,EXEC_0155,2026-02-03T12:58:41.931Z,139.0,7.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0052,False,NonApplicable,0,FORMULA_0297,,Formula,EXEC_0971,2026-02-03T07:01:13.589Z,92.0,11.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0018,APP_0018,,BLOCK_0001,CHANGE_0062,False,NonApplicable,0,FORMULA_0234,,Formula,EXEC_1032,2026-02-03T19:45:24.930Z,200.0,22.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0335,,Formula,EXEC_1099,2026-02-03T11:29:10.752Z,107.0,11.0,0.0,0.0,1.0,1.0
2026,WK 5 23,WK 5 26,2026-02-03,ORG_0001,ORG_0001,APP_0012,APP_0012,,BLOCK_0001,CHANGE_0130,False,NonApplicable,0,FORMULA_0278,,Formula,EXEC_0996,2026-02-03T11:29:12.277Z,395.0,0.0,0.0,0.0,1.0,1.0
